CMDLINE python3 manage.py runserver
MEM 1.535156 1626378276.6536
MEM 15.984375 1626378276.7540
MEM 21.695312 1626378276.8544
MEM 26.472656 1626378276.9548
MEM 32.707031 1626378277.0551
MEM 35.503906 1626378277.1555
MEM 35.503906 1626378277.2558
MEM 35.503906 1626378277.3562
MEM 35.503906 1626378277.4566
MEM 35.503906 1626378277.5570
MEM 35.503906 1626378277.6576
MEM 35.503906 1626378277.7582
MEM 35.503906 1626378277.8588
MEM 35.503906 1626378277.9594
MEM 35.503906 1626378278.0607
MEM 35.503906 1626378278.1613
MEM 35.503906 1626378278.2623
MEM 35.503906 1626378278.3634
MEM 35.503906 1626378278.4644
MEM 35.503906 1626378278.5652
MEM 35.503906 1626378278.6659
MEM 35.503906 1626378278.7666
MEM 35.503906 1626378278.8671
MEM 35.503906 1626378278.9680
MEM 35.503906 1626378279.0686
MEM 35.503906 1626378279.1698
MEM 35.503906 1626378279.2705
MEM 35.503906 1626378279.3710
MEM 35.503906 1626378279.4717
MEM 35.503906 1626378279.5721
MEM 35.503906 1626378279.6725
MEM 35.503906 1626378279.7732
MEM 35.503906 1626378279.8738
MEM 35.503906 1626378279.9745
MEM 35.503906 1626378280.0752
MEM 35.503906 1626378280.1759
MEM 35.503906 1626378280.2766
MEM 35.503906 1626378280.3773
MEM 35.503906 1626378280.4779
MEM 35.503906 1626378280.5788
MEM 35.503906 1626378280.6794
MEM 35.503906 1626378280.7805
MEM 35.503906 1626378280.8816
MEM 35.503906 1626378280.9822
MEM 35.503906 1626378281.0833
MEM 35.503906 1626378281.1840
MEM 35.503906 1626378281.2851
MEM 35.503906 1626378281.3858
MEM 35.503906 1626378281.4866
MEM 35.503906 1626378281.5877
MEM 35.503906 1626378281.6884
MEM 35.503906 1626378281.7897
MEM 35.503906 1626378281.8906
MEM 35.503906 1626378281.9916
MEM 35.503906 1626378282.0922
MEM 35.503906 1626378282.1928
MEM 35.503906 1626378282.2939
MEM 35.503906 1626378282.3947
MEM 35.503906 1626378282.4955
MEM 35.503906 1626378282.5965
MEM 35.503906 1626378282.6974
MEM 35.503906 1626378282.7985
MEM 35.503906 1626378282.8994
MEM 35.503906 1626378283.0003
MEM 35.503906 1626378283.1010
MEM 35.503906 1626378283.2017
MEM 35.503906 1626378283.3025
MEM 35.503906 1626378283.4031
MEM 35.503906 1626378283.5039
MEM 35.503906 1626378283.6047
MEM 35.503906 1626378283.7054
MEM 35.503906 1626378283.8066
MEM 35.503906 1626378283.9077
MEM 35.503906 1626378284.0085
MEM 35.503906 1626378284.1089
MEM 35.503906 1626378284.2093
MEM 35.503906 1626378284.3096
MEM 35.503906 1626378284.4100
MEM 35.503906 1626378284.5107
MEM 35.503906 1626378284.6116
MEM 35.503906 1626378284.7127
MEM 35.503906 1626378284.8135
MEM 35.503906 1626378284.9146
MEM 35.503906 1626378285.0156
MEM 35.503906 1626378285.1163
MEM 35.503906 1626378285.2171
MEM 35.503906 1626378285.3179
MEM 35.503906 1626378285.4189
MEM 35.503906 1626378285.5200
MEM 35.503906 1626378285.6207
MEM 35.503906 1626378285.7214
MEM 35.503906 1626378285.8222
MEM 35.503906 1626378285.9231
MEM 35.503906 1626378286.0240
MEM 35.503906 1626378286.1246
MEM 35.503906 1626378286.2251
MEM 35.503906 1626378286.3257
MEM 35.503906 1626378286.4265
MEM 35.503906 1626378286.5275
MEM 35.503906 1626378286.6286
MEM 35.503906 1626378286.7297
MEM 35.503906 1626378286.8304
MEM 35.503906 1626378286.9312
MEM 35.503906 1626378287.0324
MEM 35.503906 1626378287.1331
MEM 35.503906 1626378287.2341
MEM 35.503906 1626378287.3349
MEM 35.503906 1626378287.4356
MEM 35.503906 1626378287.5365
MEM 35.503906 1626378287.6374
MEM 35.503906 1626378287.7382
MEM 35.503906 1626378287.8391
MEM 35.503906 1626378287.9402
MEM 35.503906 1626378288.0410
MEM 35.503906 1626378288.1418
MEM 35.503906 1626378288.2428
MEM 35.503906 1626378288.3438
MEM 35.503906 1626378288.4449
MEM 35.503906 1626378288.5456
MEM 35.503906 1626378288.6463
MEM 35.503906 1626378288.7471
MEM 35.503906 1626378288.8479
MEM 35.503906 1626378288.9488
MEM 35.503906 1626378289.0495
MEM 35.503906 1626378289.1503
MEM 35.503906 1626378289.2512
MEM 35.503906 1626378289.3521
MEM 35.503906 1626378289.4530
MEM 35.503906 1626378289.5541
MEM 35.503906 1626378289.6549
MEM 35.503906 1626378289.7560
MEM 35.503906 1626378289.8571
MEM 35.503906 1626378289.9582
MEM 35.503906 1626378290.0589
MEM 35.503906 1626378290.1595
MEM 35.503906 1626378290.2601
MEM 35.503906 1626378290.3611
MEM 35.503906 1626378290.4622
MEM 35.503906 1626378290.5629
MEM 35.503906 1626378290.6636
MEM 35.503906 1626378290.7647
MEM 35.503906 1626378290.8658
MEM 35.503906 1626378290.9665
MEM 35.503906 1626378291.0674
MEM 35.503906 1626378291.1680
MEM 35.503906 1626378291.2685
MEM 35.503906 1626378291.3697
MEM 35.503906 1626378291.4704
MEM 35.503906 1626378291.5712
MEM 35.503906 1626378291.6722
MEM 35.503906 1626378291.7729
MEM 35.503906 1626378291.8739
MEM 35.503906 1626378291.9748
MEM 35.503906 1626378292.0761
MEM 35.503906 1626378292.1771
MEM 35.503906 1626378292.2782
MEM 35.503906 1626378292.3787
MEM 35.503906 1626378292.4795
MEM 35.503906 1626378292.5806
MEM 35.503906 1626378292.6817
MEM 35.503906 1626378292.7825
MEM 35.503906 1626378292.8834
MEM 35.503906 1626378292.9841
MEM 35.503906 1626378293.0852
MEM 35.503906 1626378293.1862
MEM 35.503906 1626378293.2871
MEM 35.503906 1626378293.3878
MEM 35.503906 1626378293.4889
MEM 35.503906 1626378293.5900
MEM 35.503906 1626378293.6909
MEM 35.503906 1626378293.7917
MEM 35.503906 1626378293.8925
MEM 35.503906 1626378293.9936
MEM 35.503906 1626378294.0945
MEM 35.503906 1626378294.1952
MEM 35.503906 1626378294.2961
MEM 35.503906 1626378294.3968
MEM 35.503906 1626378294.4979
MEM 35.503906 1626378294.5987
MEM 35.503906 1626378294.6997
MEM 35.503906 1626378294.8007
MEM 35.503906 1626378294.9014
MEM 35.503906 1626378295.0021
MEM 35.503906 1626378295.1028
MEM 35.503906 1626378295.2034
MEM 35.503906 1626378295.3043
